,Score,Group_0,Group_1,Group_2,Group_3
0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.0,0.00643930552089957,0.013422098142381619,0.0
2,1.0,0.009652975529707033,0.027367048463823172,0.021475357027810588,0.0
3,1.5,0.07239731647280274,0.09095519048270644,0.042950714055621175,0.0
4,2.0,0.20753897388870118,0.1875447732962,0.08321700848276602,0.05770340450086555
5,2.5,0.39094550895313485,0.34128319260767725,0.1718028562224847,0.2308136180034622
6,3.0,0.579178531782422,0.6052947189645597,0.3221303554171588,0.51933064050779
7,3.5,0.7963704812008303,0.8636718529906549,0.45635133684097495,0.7501442585112521
8,4.0,1.1631835513296975,1.1606848201421476,0.6952646837753677,0.8655510675129832
9,4.5,1.6313528645204882,1.5567021096774714,0.8751207988832814,1.154068090017311
10,5.0,2.0609102755924513,1.9696225762051565,1.1408783421024373,1.8465089440276978
11,5.5,2.533906076548096,2.425203441808801,1.444217760120262,2.308136180034622
12,6.0,2.982769438679473,2.8968825712146944,1.7207129818533233,2.59665320253895
13,6.5,3.5378155316376274,3.4844691999967807,1.9623107484161924,2.827466820542412
14,7.0,4.170085428833438,4.045493693505156,2.2683345860624935,3.4045008655510673
15,7.5,4.83131425261837,4.692643898355563,2.63610007516375,3.981534910559723
16,8.0,5.622858246054347,5.282645266707986,2.9904434661226245,5.077899596076168
17,8.5,6.404749263960616,5.994188526767388,3.350155696338452,5.770340450086555
18,9.0,7.04184564892128,6.672730346032181,3.760871899495329,6.116560877091748
19,9.5,7.794777740238429,7.379444126950909,4.14742832599592,7.212925562608194
20,10.0,8.562189294850137,8.115939695903798,4.587673145066037,7.789959607616849
21,10.5,9.440610068053477,8.868533528658935,4.998389348222915,8.366993652625505
22,11.0,10.415560596553888,9.708862899136328,5.532588854289703,9.232544720138486
23,11.5,11.231237028814132,10.516190828819113,6.021153226672394,10.559723023658394
24,12.0,12.211014045079397,11.34444650144482,6.54998389348223,11.309867282169646
25,12.5,13.142526183696123,12.118772990332992,7.057339203264254,12.233121754183497
26,13.0,13.943723152661807,12.962322013570837,7.588854289702566,12.925562608193882
27,13.5,14.870408803513682,13.79218751257677,8.08278750134221,13.84881708020773
28,14.0,15.869491770838358,14.668737976609226,8.702888435520242,14.829774956722447
29,14.5,17.071287224286884,15.51309191303718,9.23708794158703,15.926139642238892
30,15.0,17.891790144311983,16.37193428688716,9.798131643938582,16.676283900750143
31,15.5,18.789516868574736,17.2412405322086,10.431654676258994,17.59953837276399
32,16.0,19.947873932139583,18.170110353598364,11.030280253409215,18.349682631275243
33,16.5,21.048313142526183,19.065173821003405,11.653065607215723,19.099826889786495
34,17.0,22.018437183261742,19.92562602123361,12.254375603994418,20.138488170802074
35,17.5,22.940296346348763,20.805396138026516,12.87447653817245,21.23485285631852
36,18.0,24.0890004343839,21.719777521994253,13.534843766777623,22.1004039238315
37,18.5,25.097736377238284,22.65830630166537,14.146891442070226,23.023658395845352
38,19.0,26.169216661035765,23.598444907716708,14.817996349189306,23.9469128678592
39,19.5,27.173126116125296,24.474190458559047,15.521314291850102,24.58165031736872
40,20.0,28.239779912157925,25.35396057535195,16.15215290454204,25.620311598384298
41,20.5,29.21955692842319,26.217632428342608,16.94942553419951,26.65897287939988
42,21.0,30.387566967517742,27.075669889002473,17.521206915064965,27.466820542411995
43,21.5,31.526618080023173,28.048005022658305,18.186942982927093,28.9671090594345
44,22.0,32.57879241276124,28.89799335141705,18.909051862987226,30.06347374495094
45,22.5,33.655099184323575,29.753616072506585,19.566734671963925,30.986728216964792
46,23.0,34.69762054153193,30.589920877033418,20.310318909051865,32.08309290248123
47,23.5,35.71600945991602,31.488203997198905,20.981423816170945,33.06405077899595
48,24.0,36.869540035716014,32.35670532933023,21.665950821432407,34.1604154645124
49,24.5,37.897581929629816,33.23245088017258,22.382690862235588,34.679746105020186
50,25.0,39.017327091075835,34.14200278499964,23.150434875979816,35.31448355452971
51,25.5,39.98745113181139,35.01694342265187,23.74637603350156,36.75706866705134
52,26.0,40.890004343838996,35.925690414288816,24.436271878019973,37.44950952106173
53,26.5,42.12075872387665,36.760385392435424,25.153011918823154,38.31506058857471
54,27.0,43.17293305661471,37.65947342579103,25.78385053151509,38.94979803808423
55,27.5,44.18649548723395,38.47565540056505,26.428111242349406,39.98845931909981
56,28.0,45.20005791785318,39.36508447563931,27.118007086867824,40.680900173110196
57,28.5,46.237752787296685,40.133776572196695,27.708579405132618,41.89267166762837
58,29.0,47.10652058497032,40.90327358194419,28.32062708042522,42.931332948643956
59,29.5,48.02355326029249,41.656672327889446,28.948781273488677,43.681477207155204
60,30.0,49.02263622761716,42.43341355634796,29.58767314506604,44.835545297172516
61,30.5,50.00723973164728,43.21739900351748,30.226565016643402,45.81650317368723
62,31.0,50.996669723442245,43.965163357131935,30.903038763019435,46.45124062319675
63,31.5,51.90887591099956,44.720171929457415,31.504348759798134,47.316791690709735
64,32.0,52.74868478208408,45.41239727295412,32.140556211747025,48.06693594922099
65,32.5,53.59332014093344,46.098183310929926,32.82239879738001,48.64396999422965
66,33.0,54.54413823060958,46.77109073786393,33.55524535595404,49.50952106174263
67,33.5,55.350161687340126,47.51563543871794,34.156555352732745,50.375072129255614
68,34.0,56.31545924031083,48.24247204938948,34.89745517019221,51.18291979226773
69,34.5,57.08769728268739,48.94033178521697,35.51755610437024,52.16387766878244
70,35.0,57.990250494715,49.61323921215097,36.08665306560722,53.54875937680321
71,35.5,59.01346590086395,50.26602380933216,36.72554493718459,54.35660703981533
